sample	basin	creek	year	reads	watershed	subbasin	creek_year	sampnum	long	lat	in_will	will_name	will_ho	will_pi	will_fis	ws_will	ts_will	PVA_Extinction	PVA_Ext_L95	PVA_Ext_U95	PVA_Abundance_50	PVA_Abundance_25	PVA_Abund_Year	in_basin
QUI_CMC_2016_015	Quinn	Colman	2016	1143579	Quinn_Reese		Colman_2016	109	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
REE_TNY_2001_011	Reese	Tierney	2001	297479	Quinn_Reese		Tierney_2001	110	-117.2814176	39.04073194	YES	Tierney	0.000000684	0.000000618	-0.075703121	0.0000208	0.0000195	72.5	71.1	74.1	436	199	2001	yes
3103-615	Willow_Whitehorse	Little_Whitehorse	2020	3533349	Willow_Whitehorse		Little_Whitehorse_2020	111	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-614	Willow_Whitehorse	Little_Whitehorse	2020	3301368	Willow_Whitehorse		Little_Whitehorse_2020	112	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-709	Willow_Whitehorse	Willow	2020	4325894	Willow_Whitehorse		Willow_2020	113	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LTR_IPL_2016_007	Independence	Independence_Lake	2016	1253396	Tahoe		Independence_Lake_2016	114	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-860	Willow_Whitehorse	Little_Whitehorse	2020	505458	Willow_Whitehorse		Little_Whitehorse_2020	115	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SFL_TRB_2010_106	Humboldt/Little	SF_Little_Humboldt_tributary	2010	2140027	Humboldt	Little	SF_Little_Humboldt_tributary_2010	116	#N/A	#N/A	YES	SFLH Tributaries	0.000000719	0.000000598	-0.089750451	0.0000228	0.0000203	7.5	5.5	9.5	10033	5153	2010	yes
SFH_NFG_2009_218	Humboldt/SF	NF_Green	2009	1535374	Humboldt	South_Fork	NF_Green_2009	117	-115.536409	40.362281	YES	North Fork Green	0.000000471	0.000000358	-0.23089544	0.0000109	0.0000123	18.7	17.8	19.3	25	0	2001	yes
STE_LTA_2000_017	Alvord_Lake_OOB	Little_Alvord	2000	2018263	Willow_Whitehorse		Little_Alvord_2000	118	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y200011WKR	Walker	Slinkard	2020	3437702	Walker		Slinkard_2020	119	-119.5660102	38.57074161	YES	Slinkard	0.000000955	0.000000734	-0.170717356	0.0000222	0.0000205	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170101CAR	Carson	Poison_Flat	2017	1809810	Carson		Poison_Flat_2017	120	-119.6450227	38.49490749	YES	Poison Flat	0.000000809	0.000000698	-0.082770633	0.0000287	0.000024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-872	Willow_Whitehorse	Cottonwood_WWH	2020	5093006	Willow_Whitehorse		Cottonwood_WWH_2020	121	-118.03487	42.19445999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160062YUB	Yuba_R_OOB	Macklin	2016	1610559	Tahoe		Macklin_2016	122	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MAG_COY_2015_027	Humboldt/Upper	Coyote	2015	236732	Humboldt	Upper	Coyote_2015	123	-116.2598378	41.04644266	YES	Coyote	0.00000079	0.000000692	-0.100411934	0.0000224	0.0000217	3.4	2.6	3.9	2028	1318	2009	yes
QUI_CMC_2016_006	Quinn	Colman	2016	523305	Quinn_Reese		Colman_2016	124	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
3103-834	Willow_Whitehorse	Whitehorse	2020	429181	Willow_Whitehorse		Whitehorse_2020	125	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
Y1800035SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	2992174	Tahoe		WF_Portuguese_2020	126	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
SFH_PEC_2018_027	Humboldt/SF	Pearl	2018	156522	Humboldt	South_Fork	Pearl_2018	127	-115.5877961	40.27658819	YES	Pearl	0.000000707	0.000000625	-0.055428294	0.0000265	0.0000211	5.7	4.7	6.6	1272	651	2006	yes
3103-568	Willow_Whitehorse	Little_Whitehorse	2020	323526	Willow_Whitehorse		Little_Whitehorse_2020	128	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
TRU_POL_2016_025	Pyramid_Truckee	Pole	2016	593238	Tahoe		Pole_2016	129	-120.2453876	39.23273605	YES	Pole	0.000000858	0.000000744	-0.091080739	0.0000281	0.0000247	3.1	2.2	4	852	474	2010	yes
22ne110	Humboldt/Rock	Nelson	2022	1396092	Humboldt	Rock	Nelson_2022	130	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
ROC_ROC_2009_013	Humboldt/Rock	Rock	2009	1174866	Humboldt	Rock	Rock_2009	131	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
MAR_HAN_2012_022	Humboldt/Upper	Hanks	2012	1021453	Humboldt	Upper	Hanks_2012	132	-115.3640308	41.3663713	YES	Hanks	0.000000861	0.000000717	-0.1209737	0.0000243	0.000024	76.9	75.2	78.6	7	0	2006	yes
3103-708	Willow_Whitehorse	Willow	2020	5333576	Willow_Whitehorse		Willow_2020	133	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
UWLF_008	Walker	Wolf	2015	8094720	Walker		Wolf_2015	134	-119.5910264	38.35848746	YES	Upper Wolf & Lower Wolf	0.00000175	0.00000143	-0.217860379	0.0000414	0.0000436	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200068WKR	Walker	Mill	2020	3059968	Walker		Mill_2020	135	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
BDSK_008	Walker	By-Day	2015	9848705	Walker		By-Day_2015	136	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
Y160067CAR	Independence	Heenan_Lake	2010	4121486	Tahoe		Heenan_Lake_2010	137	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAR_WIC_2017_013	Humboldt/Upper	Wildcat	2017	4168791	Humboldt	Upper	Wildcat_2017	138	-115.2425249	41.62573785	YES	Wildcat	0.000000696	0.000000596	-0.114832792	0.0000172	0.0000192	42.7	40.8	44.6	1130	674	2000	yes
Y160022CAR	Independence	Heenan_Lake	2010	1497069	Tahoe		Heenan_Lake_2010	139	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
pure01	Independence	Independence_Lake	2020	1830476	Tahoe		Independence_Lake_2020	140	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-959	Willow_Whitehorse	Little_Whitehorse	2020	1375432	Willow_Whitehorse		Little_Whitehorse_2020	141	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_MUR_2017_061	Carson	Murray	2017	1619426	Carson		Murray_2017	142	-119.7140794	38.48469886	YES	Murray Canyon	0.000000745	0.00000057	-0.150383004	0.00002	0.0000189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAG_LJK_2015_052	Humboldt/Upper	Little_Jack	2015	421385	Humboldt	Upper	Little_Jack_2015	143	-116.266524	40.975535	YES	Little Jack	0.000000863	0.000000779	-0.069442249	0.0000316	0.0000264	5.1	3.9	6.4	359	258	2009	yes
TRU_POL_2016_032	Pyramid_Truckee	Pole	2016	3933593	Tahoe		Pole_2016	144	-120.2453876	39.23273605	YES	Pole	0.000000858	0.000000744	-0.091080739	0.0000281	0.0000247	3.1	2.2	4	852	474	2010	yes
22WB003	Quinn	Washburn	2022	329979	Quinn_Reese		Washburn_2022	145	-118.0489225	41.86464695	YES	Washburn	0.000000581	0.000000505	-0.061799336	0.0000241	0.0000177	14.8	12.8	15.9	843	157	1997	yes
ROC_WLN_2017_007	Humboldt/Rock	Willow-Nelson	2017	1747957	Humboldt	Rock	Willow-Nelson_2017	146	-116.4581985	41.20204518	YES	Willow-Nelson	0.000000742	0.000000629	-0.099692853	0.0000206	0.000021	5.7	4.5	6.7	2235	1254	2009	yes
3103-979	Willow_Whitehorse	Whitehorse	2020	2302077	Willow_Whitehorse		Whitehorse_2020	147	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
QUI_CMC_2016_009	Quinn	Colman	2016	480022	Quinn_Reese		Colman_2016	148	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
STE_PKC_2000_008	Alvord_Lake_OOB	Pike	2017	1624031	Willow_Whitehorse		Pike_2017	149	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3103-746	Willow_Whitehorse	Willow	2020	3158514	Willow_Whitehorse		Willow_2020	150	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
OHRC_002	Owens_R_OOB	O'Harrel_Creek	#N/A	8265904	Carson		O'Harrel_Creek_NA	151	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
22LC033	Quinn	Line	2022	518063	Quinn_Reese		Line_2022	152	-118.152814	41.984641	YES	Line Canyon	0.00000055	0.000000454	-0.165986175	0.0000137	0.0000154	21.1	20.4	23.4	988	76	2000	yes
3103-917	Willow_Whitehorse	Whitehorse	2020	156301	Willow_Whitehorse		Whitehorse_2020	153	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
SFL_TRB_2010_103	Humboldt/Little	SF_Little_Humboldt_tributary	2010	1265664	Humboldt	Little	SF_Little_Humboldt_tributary_2010	154	#N/A	#N/A	YES	SFLH Tributaries	0.000000719	0.000000598	-0.089750451	0.0000228	0.0000203	7.5	5.5	9.5	10033	5153	2010	yes
pure10	Independence	Independence_Lake	2020	383261	Tahoe		Independence_Lake_2020	155	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_TNY_2001_005	Reese	Tierney	2001	263609	Quinn_Reese		Tierney_2001	156	-117.2814176	39.04073194	YES	Tierney	0.000000684	0.000000618	-0.075703121	0.0000208	0.0000195	72.5	71.1	74.1	436	199	2001	yes
REE_MHK_2000_012	Reese	Mohawk	2000	269519	Quinn_Reese		Mohawk_2000	157	-117.32925	38.98392922	YES	Mohawk	0.00000036	0.000000284	-0.107180282	0.0000126	0.0000097	0.2	0	0.4	1553	1024	2000	yes
CAR_POI_2017_085	Carson	Poison_Flat	2017	722172	Carson		Poison_Flat_2017	158	-119.6450227	38.49490749	YES	Poison Flat	0.000000809	0.000000698	-0.082770633	0.0000287	0.000024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_CRA_2009_136	Reese	Crane_Canyon	2009	1698838	Quinn_Reese		Crane_Canyon_2009	159	-117.3302138	38.96132666	YES	Crane Canyon	0.000000277	0.000000188	-0.159286771	0.00000951	0.00000688	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SFH_LEE_2016_011	Humboldt/SF	Lee	2016	136270	Humboldt	South_Fork	Lee_2016	160	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y200100WKR	Walker	By-Day	2020	3398475	Walker		By-Day_2020	161	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
TRU_POL_2016_033	Pyramid_Truckee	Pole	2016	827796	Tahoe		Pole_2016	162	-120.2453876	39.23273605	YES	Pole	0.000000858	0.000000744	-0.091080739	0.0000281	0.0000247	3.1	2.2	4	852	474	2010	yes
Y210026WKR	Walker	Murphy	2021	2272008	Walker		Murphy_2021	163	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
WAL_MIL_2017_019	Walker	Mill	2017	617460	Walker		Mill_2017	164	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAG_COY_2009_019	Humboldt/Upper	Coyote	2009	502067	Humboldt	Upper	Coyote_2009	165	-116.2598378	41.04644266	YES	Coyote	0.00000079	0.000000692	-0.100411934	0.0000224	0.0000217	3.4	2.6	3.9	2028	1318	2009	yes
ROC_WLN_2017_002	Humboldt/Rock	Willow-Nelson	2017	344135	Humboldt	Rock	Willow-Nelson_2017	166	-116.4581985	41.20204518	YES	Willow-Nelson	0.000000742	0.000000629	-0.099692853	0.0000206	0.000021	5.7	4.5	6.7	2235	1254	2009	yes
NFH_FOR_1997_053	Humboldt/NF	Foreman	1997	185557	Humboldt	North_Fork	Foreman_1997	167	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y200067WKR	Walker	Mill	2020	2168503	Walker		Mill_2020	168	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-525	Willow_Whitehorse	Willow	2020	2771767	Willow_Whitehorse		Willow_2020	169	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
21AB06	Humboldt/Little	Abel	2021	2196423	Humboldt	Little	Abel_2021	170	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
Y160076YUB	Yuba_R_OOB	Macklin	2016	1010827	Tahoe		Macklin_2016	171	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
22WB026	Quinn	Washburn	2022	251964	Quinn_Reese		Washburn_2022	172	-118.0489225	41.86464695	YES	Washburn	0.000000581	0.000000505	-0.061799336	0.0000241	0.0000177	14.8	12.8	15.9	843	157	1997	yes
MAG_BEA_2015_064	Humboldt/Upper	Beaver	2015	536279	Humboldt	Upper	Beaver_2015	173	-116.2277531	41.09815316	YES	Beaver	0.000000635	0.000000532	-0.131085347	0.0000176	0.000018	1.8	1.2	2.7	7626	4509	2009	yes
Y170011TKR	Tahoe	Up_Truckee	2017	1917570	Tahoe		Up_Truckee_2017	174	-120.029072	38.863631	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
WAL_MIL_2017_034	Walker	Mill	2017	819971	Walker		Mill_2017	175	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y210008WKR	Walker	Murphy	2021	1915888	Walker		Murphy_2021	176	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
22rok082	Humboldt/Rock	Rock	2022	514508	Humboldt	Rock	Rock_2022	177	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
3103-791	Willow_Whitehorse	Whitehorse	2020	1873220	Willow_Whitehorse		Whitehorse_2020	178	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
22BC007	Quinn	Battle	2022	471117	Quinn_Reese		Battle_2022	179	-118.9386342	41.42705694	YES	North Fork Battle	0.00000067	0.000000631	-0.04904791	0.0000244	0.0000219	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_POI_2017_100	Carson	Poison_Flat	2017	726295	Carson		Poison_Flat_2017	180	-119.6450227	38.49490749	YES	Poison Flat	0.000000809	0.000000698	-0.082770633	0.0000287	0.000024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_WLN_2009_003	Humboldt/Rock	Willow-Nelson	2009	1918524	Humboldt	Rock	Willow-Nelson_2009	181	-116.4581985	41.20204518	YES	Willow-Nelson	0.000000742	0.000000629	-0.099692853	0.0000206	0.000021	5.7	4.5	6.7	2235	1254	2009	yes
YUB_MAC_2016_057	Yuba_R_OOB	Macklin	2016	464700	Tahoe		Macklin_2016	182	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y170062MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	1104437	Carson		NF_Milk_Ranch_2017	183	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y170001MOK	NF_Mokelumne_R_OOB	NF_Pacific	2017	3270858	Carson		NF_Pacific_2017	184	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y160063YUB	Yuba_R_OOB	Macklin	2016	1561151	Tahoe		Macklin_2016	185	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
WWH_WIL_1996_314	Willow_Whitehorse	Willow	1996	823999	Willow_Whitehorse		Willow_1996	186	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_MHK_2000_029	Reese	Mohawk	2000	352192	Quinn_Reese		Mohawk_2000	187	-117.32925	38.98392922	YES	Mohawk	0.00000036	0.000000284	-0.107180282	0.0000126	0.0000097	0.2	0	0.4	1553	1024	2000	yes
Y160064CAR	Independence	Heenan_Lake	2010	2030860	Tahoe		Heenan_Lake_2010	188	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
21AB16	Humboldt/Little	Abel	2021	6300097	Humboldt	Little	Abel_2021	189	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
22AN003	Quinn	Andorno	2022	606939	Quinn_Reese		Andorno_2022	190	-117.7286382	41.43982988	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-464	Willow_Whitehorse	Willow	2020	3830070	Willow_Whitehorse		Willow_2020	191	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170033MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	2769223	Carson		NF_Milk_Ranch_2017	192	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MAR_MRB_2016_005	Humboldt/Upper	Marys_Basin	2016	375922	Humboldt	Upper	Marys_Basin_2016	193	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y160057CAR	Independence	Heenan_Lake	2010	2609209	Tahoe		Heenan_Lake_2010	194	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAG_LJK_2015_059	Humboldt/Upper	Little_Jack	2015	229633	Humboldt	Upper	Little_Jack_2015	195	-116.266524	40.975535	YES	Little Jack	0.000000863	0.000000779	-0.069442249	0.0000316	0.0000264	5.1	3.9	6.4	359	258	2009	yes
Pike12	Alvord_Lake_OOB	Pike	2021	290994	Willow_Whitehorse		Pike_2021	196	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3103-934	Willow_Whitehorse	Whitehorse	2020	1249107	Willow_Whitehorse		Whitehorse_2020	197	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
Y200023	Stanislaus_R_OOB	Disaster_Creek	2018	2913851	Carson		Disaster_Creek_2018	198	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y170035MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	1634173	Carson		NF_Milk_Ranch_2017	199	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
BDWC_007	Walker	By-Day	2015	4159229	Walker		By-Day_2015	200	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
22ne071	Humboldt/Rock	Nelson	2022	498041	Humboldt	Rock	Nelson_2022	201	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y180020	Kings_R_OOB	WF_Cow	2018	1607456	Tahoe		WF_Cow_2018	202	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-584	Willow_Whitehorse	Little_Whitehorse	2020	2211652	Willow_Whitehorse		Little_Whitehorse_2020	203	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200032	Stanislaus_R_OOB	Disaster_Creek	2018	2869307	Carson		Disaster_Creek_2018	204	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y1800010SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	2529980	Tahoe		WF_Portuguese_2020	205	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-970	Willow_Whitehorse	Whitehorse	2020	2529382	Willow_Whitehorse		Whitehorse_2020	206	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
Y200028WKR	Walker	Slinkard	2020	2034021	Walker		Slinkard_2020	207	-119.5660102	38.57074161	YES	Slinkard	0.000000955	0.000000734	-0.170717356	0.0000222	0.0000205	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAG_BEA_2015_083	Humboldt/Upper	Beaver	2015	527985	Humboldt	Upper	Beaver_2015	208	-116.2277531	41.09815316	YES	Beaver	0.000000635	0.000000532	-0.131085347	0.0000176	0.000018	1.8	1.2	2.7	7626	4509	2009	yes
3103-440	Willow_Whitehorse	Willow	2020	3750510	Willow_Whitehorse		Willow_2020	209	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-684	Willow_Whitehorse	Willow	2020	2107767	Willow_Whitehorse		Willow_2020	210	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SFH_DIX_2011_355	Humboldt/SF	Dixie	2011	1824918	Humboldt	South_Fork	Dixie_2011	211	-115.9370933	40.44469939	YES	Dixie	0.000000822	0.00000062	-0.330867434	0.0000181	0.0000204	33.7	30.6	35.2	625	277	2011	yes
QUI_WAC_1997_018	Quinn	Washburn	1997	2436240	Quinn_Reese		Washburn_1997	212	-118.0489225	41.86464695	YES	Washburn	0.000000581	0.000000505	-0.061799336	0.0000241	0.0000177	14.8	12.8	15.9	843	157	1997	yes
Y200026	Stanislaus_R_OOB	Disaster_Creek	2018	6438533	Carson		Disaster_Creek_2018	213	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
SUM_MOH_2013_206	Summit	Mahogany	2013	418589	Summit		Mahogany_2013	214	-118.9628999	41.51547436	YES	Mahogany	0.000000857	0.00000076	-0.07899545	0.0000292	0.0000262	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170028CAR	Carson	EF_Carson_Golden_Canyon	2017	3079094	Carson		EF_Carson_Golden_Canyon_2017	215	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
